int(self),self.no_transporter,self.disturbance_cycle,tdi,self.cycle,mean_cyc_to_deliver,mean(self.residue),self.setup_file,self.item_file
61,12,150,50,676,66.18,0.3125,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
62,12,150,50,702,71.06,0.1875,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
63,12,150,50,561,59.74,0.222222222222222,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
64,12,150,50,666,68.2,0.208333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
65,12,150,50,875,71.4,0.15,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
66,12,150,50,599,68.5,0.229166666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
67,12,150,50,683,67.76,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
68,12,150,50,649,66.54,0.25,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
69,12,150,50,792,70.12,0.216666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
70,12,150,50,596,67.64,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
71,12,150,50,666,67.86,0.020833333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
72,12,150,50,678,63.88,0.291666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
73,12,150,50,850,66.56,0.183333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
74,12,150,50,735,62.26,0.291666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
75,12,150,50,581,63.14,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
76,12,200,50,760,66.66,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
77,12,200,50,711,67.64,0.361111111111111,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
78,12,200,50,752,63.26,0.055555555555556,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
79,12,200,50,728,67.44,0.305555555555555,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
80,12,200,50,791,71.8,0.222222222222222,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
81,12,200,50,689,65.3,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
82,12,200,50,722,70.26,0.027777777777778,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
83,12,200,50,761,67.64,0.25,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
84,12,200,50,589,58.22,0.25,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
85,12,200,50,775,64.16,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
86,12,200,50,575,61.48,0.291666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
87,12,200,50,880,67.82,0.375,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
88,12,200,50,563,60.36,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
89,12,200,50,819,64.24,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
90,12,200,50,696,69.66,0.138888888888889,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
91,12,200,50,851,71.44,0.270833333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
92,12,200,50,589,63.04,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
93,12,200,50,569,63.54,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
94,12,200,50,786,66.6,0.361111111111111,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
95,12,200,50,688,66.34,0.138888888888889,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
96,12,200,50,631,61.22,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
97,12,200,50,793,70.14,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
98,12,200,50,617,59.88,0.055555555555556,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
99,12,200,50,673,59,0.305555555555555,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
100,12,200,50,647,63.12,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
101,12,200,50,588,67.32,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
102,12,200,50,665,68.26,0.194444444444444,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
103,12,200,50,867,70.74,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
104,12,200,50,576,59.76,0.208333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
105,12,200,50,646,61.34,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
106,12,200,50,661,66.76,0.222222222222222,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
107,12,200,50,768,64.94,0.222222222222222,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
108,12,200,50,586,68.02,0.208333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
109,12,200,50,691,65.9,0.027777777777778,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
110,12,200,50,694,64.24,0.305555555555555,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
111,12,200,50,863,71.56,0.104166666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
112,12,200,50,730,66.04,0.25,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
113,12,200,50,604,64.16,0.194444444444444,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
114,12,250,50,781,71.34,0.111111111111111,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
115,12,250,50,701,64.02,0.375,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
116,12,250,50,748,64.8,0.027777777777778,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
117,12,250,50,719,68.1,0.25,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
118,12,250,50,758,61.8,0.25,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
119,12,250,50,699,65.7,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
120,12,250,50,709,66.72,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
121,12,250,50,765,68.08,0.194444444444444,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
122,12,250,50,636,63.72,0.25,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
123,12,250,50,780,69.22,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
124,12,250,50,588,66.24,0.208333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
125,12,250,50,881,64.34,0.444444444444444,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
126,12,250,50,553,57.92,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
127,12,250,50,813,67.74,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
128,12,250,50,714,66.58,0.041666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
129,12,250,50,836,72.56,0.305555555555555,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
130,12,250,50,602,65.44,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
131,12,250,50,582,65.96,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
132,12,250,50,791,62.78,0.416666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
133,12,250,50,670,62.94,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
134,12,250,50,657,64.3,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
135,12,250,50,784,69.7,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
136,12,250,50,624,63.64,0.041666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
137,12,250,50,702,65.86,0.291666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
138,12,250,50,696,70.38,0.041666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
139,12,250,50,593,66.66,0.125,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
140,12,250,50,660,66.62,0.25,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
141,12,250,50,890,71.02,0.055555555555556,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
142,12,250,50,599,63.14,0.208333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
143,12,250,50,688,68.92,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
144,12,250,50,621,59.24,0.208333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
145,12,250,50,780,69.36,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
146,12,250,50,572,66.08,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
147,12,250,50,682,68.96,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
148,12,250,50,670,62,0.25,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
149,12,250,50,864,65.28,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
150,12,250,50,757,70.56,0.194444444444444,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
151,12,250,50,590,67.24,0.125,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
152,12,300,50,756,66.52,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
153,12,300,50,691,63.54,0.375,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
154,12,300,50,746,68.72,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
155,12,300,50,690,59.74,0.208333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
156,12,300,50,783,65.9,0.333333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
157,12,300,50,703,69.42,0.125,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
158,12,300,50,692,65.12,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
159,12,300,50,728,61.12,0.25,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
160,12,300,50,623,66.68,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
161,12,300,50,783,67.34,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
162,12,300,50,583,62.64,0.25,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
163,12,300,50,890,69.5,0.208333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
164,12,300,50,560,57.86,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
165,12,300,50,833,71.9,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
166,12,300,50,713,68.42,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
167,12,300,50,827,66.52,0.333333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
168,12,300,50,588,67.02,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
169,12,300,50,537,60.98,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
170,12,300,50,791,69.52,0.333333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
171,12,300,50,713,69.58,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
172,12,300,50,641,60.88,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
173,12,300,50,798,71.38,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
174,12,300,50,590,58.06,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
175,12,300,50,716,66.1,0.25,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
176,12,300,50,668,65.82,0.041666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
177,12,300,50,586,61.72,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
178,12,300,50,672,67.82,0.25,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
179,12,300,50,892,70.96,0.041666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
180,12,300,50,588,64.92,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
181,12,300,50,683,68.76,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
182,12,300,50,637,64.52,0.208333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
183,12,300,50,759,69.9,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
184,12,300,50,576,61.76,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
185,12,300,50,679,68.24,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
186,12,300,50,673,63.96,0.25,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
187,12,300,50,870,72.58,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
188,12,300,50,755,70.46,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
189,12,300,50,604,66.2,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
190,12,20000,50,762,66.48,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
191,12,20000,50,697,64.66,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
192,12,20000,50,758,65.68,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
193,12,20000,50,704,65.1,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
194,12,20000,50,773,66,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
195,12,20000,50,695,65.44,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
196,12,20000,50,703,65.2,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
197,12,20000,50,748,66.26,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
198,12,20000,50,621,63.16,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
199,12,20000,50,776,66.24,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
200,12,20000,50,566,62.64,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
201,12,20000,50,879,68.26,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
202,12,20000,50,578,62.32,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
203,12,20000,50,836,68.56,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
204,12,20000,50,689,64.98,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
205,12,20000,50,826,67.52,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
206,12,20000,50,584,64.18,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
207,12,20000,50,550,61.58,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
208,12,20000,50,786,66.66,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
209,12,20000,50,671,65.76,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
210,12,20000,50,654,63.78,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
211,12,20000,50,792,66.66,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
212,12,20000,50,610,63.7,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
213,12,20000,50,674,65.54,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
214,12,20000,50,662,65.5,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
215,12,20000,50,592,62.82,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
216,12,20000,50,652,64.74,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
217,12,20000,50,872,67.58,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
218,12,20000,50,580,62.94,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
219,12,20000,50,675,64.96,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
220,12,20000,50,647,64.66,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
221,12,20000,50,767,65.76,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
222,12,20000,50,573,62.48,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
223,12,20000,50,672,64.4,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
224,12,20000,50,689,64.68,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
225,12,20000,50,848,67.64,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
226,12,20000,50,764,66.46,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
227,12,20000,50,579,62.5,0,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
228,12,100,100,1511,70.8,0.288888888888889,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
229,12,100,100,1327,66.85,0.403846153846154,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
230,12,100,100,1499,69.52,0.122222222222222,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
231,12,100,100,1384,71.44,0.391025641025641,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
232,12,100,100,1497,67.42,0.411111111111111,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
233,12,100,100,1347,69.45,0.403846153846154,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
234,12,100,100,1358,70.91,0.237179487179487,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
235,12,100,100,1454,72.48,0.309523809523809,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
236,12,100,100,1198,67.94,0.277777777777778,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
237,12,100,100,1497,70.04,0.305555555555555,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
238,12,100,100,1121,63.76,0.318181818181818,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
239,12,100,100,1701,69.56,0.593137254901961,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
240,12,100,100,1136,67.7,0.212121212121212,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
241,12,100,100,1664,74.63,0.223958333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
242,12,100,100,1375,70.13,0.269230769230769,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
243,12,100,100,1583,69.81,0.483333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
244,12,100,100,1182,68.02,0.272727272727273,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
245,12,100,100,1061,64.87,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
246,12,100,100,1539,73.71,0.527777777777778,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
247,12,100,100,1355,70.66,0.198717948717949,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
248,12,100,100,1276,67.82,0.222222222222222,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
249,12,100,100,1511,69.68,0.35,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
250,12,100,100,1167,64.86,0.068181818181818,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
251,12,100,100,1330,69.25,0.403846153846154,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
252,12,100,100,1389,70.37,0.339285714285714,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
253,12,100,100,1121,67.86,0.204545454545454,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
254,12,100,100,1311,67.97,0.352564102564103,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
255,12,100,100,1756,71.53,0.362745098039216,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
256,12,100,100,1181,66.13,0.340909090909091,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
257,12,100,100,1282,66.24,0.090277777777778,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
258,12,100,100,1257,65.57,0.256944444444444,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
259,12,100,100,1486,67.11,0.344444444444444,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
260,12,100,100,1107,66.11,0.21969696969697,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
261,12,100,100,1273,65.59,0.069444444444445,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
262,12,100,100,1315,68.52,0.403846153846154,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
263,12,100,100,1669,71.25,0.307291666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
264,12,100,100,1460,69.63,0.345238095238095,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
265,12,100,100,1145,66.66,0.257575757575758,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
266,12,150,100,1470,70.13,0.185185185185185,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
267,12,150,100,1351,70.5,0.324074074074074,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
268,12,150,100,1441,65.86,0.111111111111111,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
269,12,150,100,1340,67.82,0.260416666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
270,12,150,100,1499,68.25,0.333333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
271,12,150,100,1322,66.08,0.270833333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
272,12,150,100,1336,68.98,0.09375,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
273,12,150,100,1425,67.62,0.240740740740741,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
274,12,150,100,1216,69.92,0.229166666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
275,12,150,100,1478,66.64,0.222222222222222,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
276,12,150,100,1130,66.48,0.273809523809524,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
277,12,150,100,1703,74.02,0.325757575757576,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
278,12,150,100,1144,65.98,0.154761904761905,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
279,12,150,100,1665,73.06,0.113636363636364,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
280,12,150,100,1349,67.81,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
281,12,150,100,1599,71.23,0.341666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
282,12,150,100,1179,68.4,0.095238095238095,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
283,12,150,100,1060,61.22,0.19047619047619,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
284,12,150,100,1534,71.45,0.375,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
285,12,150,100,1314,66.39,0.15625,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
286,12,150,100,1283,71.19,0.09375,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
287,12,150,100,1512,72.86,0.2,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
288,12,150,100,1166,64.93,0.05952380952381,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
289,12,150,100,1389,73.08,0.37037037037037,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
290,12,150,100,1378,69.29,0.175925925925926,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
291,12,150,100,1129,67.36,0.214285714285714,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
292,12,150,100,1264,64.07,0.260416666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
293,12,150,100,1738,73.79,0.090909090909091,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
294,12,150,100,1154,63.89,0.309523809523809,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
295,12,150,100,1290,66.36,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
296,12,150,100,1291,69.84,0.239583333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
297,12,150,100,1487,70.97,0.222222222222222,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
298,12,150,100,1131,69.64,0.178571428571429,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
299,12,150,100,1306,70.37,0.010416666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
300,12,150,100,1282,67.44,0.28125,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
301,12,150,100,1658,70.27,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
302,12,150,100,1450,66.2,0.314814814814815,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
303,12,150,100,1100,63.44,0.178571428571429,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
304,12,200,100,1482,73.19,0.119047619047619,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
305,12,200,100,1353,71.98,0.319444444444444,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
306,12,200,100,1445,65,0.023809523809524,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
307,12,200,100,1370,69.22,0.25,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
308,12,200,100,1474,69.72,0.297619047619048,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
309,12,200,100,1384,71.46,0.222222222222222,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
310,12,200,100,1345,68.05,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
311,12,200,100,1451,70.68,0.238095238095238,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
312,12,200,100,1195,63.77,0.25,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
313,12,200,100,1511,70.52,0.154761904761905,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
314,12,200,100,1151,69.18,0.2,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
315,12,200,100,1690,70.46,0.333333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
316,12,200,100,1120,66.57,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
317,12,200,100,1632,73.31,0.020833333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
318,12,200,100,1325,63.14,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
319,12,200,100,1639,74.63,0.270833333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
320,12,200,100,1155,67.02,0.116666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
321,12,200,100,1092,65.93,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
322,12,200,100,1523,69.25,0.380952380952381,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
323,12,200,100,1324,71,0.138888888888889,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
324,12,200,100,1269,62.69,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
325,12,200,100,1528,70.94,0.154761904761905,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
326,12,200,100,1203,66.13,0.055555555555556,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
327,12,200,100,1348,70.49,0.347222222222222,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
328,12,200,100,1360,68.68,0.097222222222222,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
329,12,200,100,1134,62.59,0.183333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
330,12,200,100,1278,63.82,0.25,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
331,12,200,100,1729,68.07,0.125,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
332,12,200,100,1137,62.52,0.183333333333333,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
333,12,200,100,1297,69.83,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
334,12,200,100,1234,63.43,0.222222222222222,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
335,12,200,100,1475,65.14,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
336,12,200,100,1096,63.2,0.2,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
337,12,200,100,1293,65.55,0,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
338,12,200,100,1312,66.34,0.277777777777778,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
339,12,200,100,1671,72.43,0.125,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
340,12,200,100,1442,66.33,0.238095238095238,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
