int(self),self.no_transporter,self.disturbance_cycle,tdi,self.cycle,mean_cyc_to_deliver,mean(t_avgs),mean(self.residue),self.anticipation_increase,self.setup_file,self.item_file
15,12,150,50,887,83.58,47.0041666666667,0.083333333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
16,12,150,50,848,67.9,40.3375,0.016666666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
17,12,150,50,867,79.86,56.7333333333334,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
18,12,150,50,1046,91.58,74.7444444444445,0.071428571428572,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
19,12,150,50,1148,107.06,70.7369047619048,0.142857142857143,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
20,12,150,50,956,98.46,74.3319444444444,0.111111111111111,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
21,12,150,50,980,93.14,58.0888888888889,0.027777777777778,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
22,12,150,50,1123,98.26,67.0222222222222,0.05952380952381,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
23,12,150,50,1027,95.9,61.5055555555556,0.027777777777778,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
24,12,200,50,933,90.66,73.4166666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
25,12,200,50,1013,99.08,64.0555555555556,0.016666666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
26,12,200,50,912,86.8,56.8958333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
27,12,200,50,1088,108.78,96.6041666666667,0.033333333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
28,12,200,50,1087,106.14,94.4208333333333,0.016666666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
29,12,200,50,1162,97.86,72.5208333333333,0.2,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
30,12,200,50,840,73.64,60.1527777777778,0.020833333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
31,12,200,50,889,76.96,60.1388888888889,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
32,12,200,50,1003,77.8,61.5833333333333,0.033333333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
33,12,200,50,899,76.14,43.3958333333333,0.020833333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
34,12,200,50,940,93.78,51.75,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
35,12,200,50,885,74.72,59.3263888888889,0.020833333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
36,12,250,50,876,78.24,89.1944444444445,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
37,12,250,50,877,69.98,61.1944444444445,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
38,12,250,50,990,78.86,61.5833333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
39,12,250,50,975,90.8,86.5277777777778,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
40,12,250,50,1165,158.78,62.2916666666667,0.25,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
41,12,250,50,901,78.68,80.5277777777778,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
42,12,250,50,858,73.32,48.9166666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
43,12,250,50,1070,81.6,75.0069444444444,0.020833333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
44,12,250,50,949,86.74,69.5833333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
45,12,250,50,959,84.56,64.0555555555556,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
46,12,250,50,869,82.94,56.5833333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
47,12,250,50,979,79.16,91.5277777777778,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
48,12,300,50,818,81.04,86.875,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
49,12,300,50,896,73.62,60.3333333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
50,12,300,50,908,86.18,87.5416666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
51,12,300,50,856,66.2,92.1666666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
52,12,300,50,849,89.86,117.666666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
53,12,300,50,870,74.06,65.1666666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
54,12,300,50,770,70.66,49.7916666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
55,12,300,50,874,76.88,73.8333333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
56,12,300,50,800,64.78,40.4583333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
57,12,300,50,1017,83.62,78.4722222222222,0.027777777777778,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
58,12,300,50,850,71.74,54.9583333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
59,12,300,50,791,68.9,39.9166666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
60,12,20000,50,762,65.58,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
61,12,20000,50,849,85.36,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
62,12,20000,50,807,61.7,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
63,12,20000,50,841,69.3,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
64,12,20000,50,800,61.68,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
65,12,20000,50,858,62.22,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
66,12,20000,50,830,65.32,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
67,12,20000,50,839,64.96,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
68,12,20000,50,807,63.8,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
69,12,20000,50,786,76.1,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
70,12,20000,50,796,65.32,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
71,12,20000,50,815,70.92,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
72,12,100,100,2404,147.92,55.7319483348895,0.423611111111111,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
73,12,100,100,2113,107.72,54.7063019579177,0.265873015873016,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
74,12,100,100,2436,118.58,54.0859165888578,0.395833333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
75,12,100,100,2424,140.37,58.7709785516771,0.413194444444444,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
76,12,100,100,2107,117.66,57.8867101648352,0.373015873015873,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
77,12,100,100,1892,105.33,52.2834134615385,0.31140350877193,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
78,12,100,100,1813,91.41,43.6515785480859,0.212962962962963,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
79,12,100,100,2113,102.75,49.6526484204793,0.226190476190476,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
80,12,100,100,2149,132.62,60.3262987012987,0.484126984126984,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
81,12,100,100,2272,114.28,53.8324078759934,0.352272727272727,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
82,12,100,100,2501,136.35,54.582703829395,0.44,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
83,12,100,100,2493,130.68,50.6865121294398,0.353333333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
84,12,150,100,2044,105.84,66.6943473193473,0.102564102564103,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
85,12,150,100,2213,110.04,68.4622391497391,0.136904761904762,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
86,12,150,100,1889,92.88,63.7801767676768,0.111111111111111,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
87,12,150,100,1892,87.67,61.0386363636364,0.097222222222222,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
88,12,150,100,1913,103.29,54.3165404040404,0.0625,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
89,12,150,100,1955,106.49,63.4078282828283,0.128205128205128,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
90,12,150,100,1829,91.73,48.9234848484849,0.020833333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
91,12,150,100,1966,108.6,80.1900673400674,0.243589743589744,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
92,12,150,100,1886,107.73,53.4176767676768,0.027777777777778,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
93,12,150,100,2058,94.89,67.7676282051282,0.044871794871795,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
94,12,150,100,1789,86.7,52.2742424242424,0.027777777777778,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
95,12,150,100,2031,94.26,59.5491792929293,0.198717948717949,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
96,12,200,100,2022,94.94,67.9168981481481,0.058333333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
97,12,200,100,1764,75.74,56.1875,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
98,12,200,100,1605,77.38,50.2857142857143,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
99,12,200,100,1712,86.44,55.9434523809524,0.020833333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
100,12,200,100,2283,110.72,77.499515993266,0.121212121212121,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
101,12,200,100,1705,83.16,68.0223214285714,0.03125,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
102,12,200,100,1723,89.17,60.8958333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
103,12,200,100,1818,87.14,64.8541666666667,0.009259259259259,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
104,12,200,100,1580,77.55,58.8809523809524,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
105,12,200,100,1772,78.95,57.03125,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
106,12,200,100,1588,78.01,53.1428571428572,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
107,12,200,100,1945,88.16,71.6734457671958,0.037037037037037,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
108,12,250,100,1715,77.81,64.1666666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
109,12,250,100,2048,100.71,67.1722222222222,0.145833333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
110,12,250,100,1701,76.79,57.9166666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
111,12,250,100,1660,77.06,54.2833333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
112,12,250,100,1720,80.04,65.0555555555556,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
113,12,250,100,1746,77.96,61.8277777777778,0.023809523809524,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
114,12,250,100,1762,85.15,68.9305555555556,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
115,12,250,100,1684,74.66,60.9972222222222,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
116,12,250,100,1785,78.21,50.734126984127,0.011904761904762,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
117,12,250,100,1936,94.38,88.5833333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
118,12,250,100,1656,74.65,56.8888888888889,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
119,12,250,100,1627,77.55,68.9166666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
120,12,300,100,1657,69.42,66.8833333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
121,12,300,100,1603,72.6,53.9666666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
122,12,300,100,1670,78.92,74.1166666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
123,12,300,100,1718,79.91,70.4833333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
124,12,300,100,1750,74,73.9833333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
125,12,300,100,1693,87.13,110.383333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
126,12,300,100,1854,90.45,85.5638888888889,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
127,12,300,100,1680,86.78,64.1166666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
128,12,300,100,1625,72.74,48.2833333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
129,12,300,100,1696,78.63,55.5333333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
130,12,300,100,1696,77.84,58.3666666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
131,12,300,100,1756,85.8,78.4833333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
132,12,20000,100,1407,59.78,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
133,12,20000,100,1488,68.07,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
134,12,20000,100,1529,61.45,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
135,12,20000,100,1520,66.8,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
136,12,20000,100,1474,68.09,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
137,12,20000,100,1492,63.8,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
138,12,20000,100,1484,62.44,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
139,12,20000,100,1498,61.82,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
140,12,20000,100,1457,62.12,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
141,12,20000,100,1442,62.07,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
142,12,20000,100,1391,63.68,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
143,12,20000,100,1481,67.17,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems100.csv
144,12,100,250,4993,118.58,54.5359186380231,0.443333333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
145,12,100,250,4827,106.304,56.0669550387478,0.421875,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
146,12,100,250,5389,124.084,56.9609904517448,0.435185185185185,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
147,12,100,250,5273,120.692,50.9957742737001,0.466981132075472,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
148,12,100,250,5230,119.844,54.2070204302451,0.471153846153846,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
149,12,100,250,5200,116.22,55.4285713716372,0.467948717948718,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
150,12,100,250,5200,126.876,51.2320791494553,0.474358974358974,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
151,12,100,250,4949,116.692,52.4128380302722,0.414965986394558,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
152,12,100,250,5195,129.092,52.4028282052031,0.47275641025641,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
153,12,100,250,5254,122.056,56.6649916861835,0.457547169811321,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
154,12,100,250,4704,105.324,55.3846139151142,0.336879432624113,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
155,12,100,250,5118,114.484,53.2014080761032,0.439542483660131,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
156,12,150,250,4465,97.264,60.9231738806014,0.10632183908046,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
157,12,150,250,4671,98.42,67.9386288998358,0.099462365591398,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
158,12,150,250,4660,88.876,59.4811262332814,0.112903225806452,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
159,12,150,250,4681,103.356,64.1341765726823,0.10752688172043,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
160,12,150,250,4499,89.048,60.6768042515169,0.069444444444445,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
161,12,150,250,4911,100.248,60.8141873441586,0.143229166666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
162,12,150,250,4472,91.828,57.6624703521255,0.063888888888889,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
163,12,150,250,4299,88.896,55.2025505358839,0.038690476190476,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
164,12,150,250,4428,99.628,61.7330779054917,0.040229885057471,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
165,12,150,250,4320,89.9,58.9640194681861,0.077380952380952,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
166,12,150,250,4731,109.064,61.4170235201566,0.118279569892473,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
167,12,150,250,4770,102.224,71.0374543143175,0.104166666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
168,12,200,250,4681,100.612,74.214622937449,0.032608695652174,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
169,12,200,250,4122,81.56,56.5287037037037,0.0125,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
170,12,200,250,4399,86.576,65.5209168755222,0.056818181818182,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
171,12,200,250,4546,96.208,70.2831168831169,0.071969696969697,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
172,12,200,250,4723,99.556,69.9124184390489,0.054347826086957,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
173,12,200,250,4567,89.508,70.9006854256854,0.011363636363636,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
174,12,200,250,4381,91.124,73.3805555555555,0.03030303030303,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
175,12,200,250,4150,75.492,59.5570175438597,0.016666666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
176,12,200,250,4500,90.456,72.1186061745272,0.037878787878788,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
177,12,200,250,4523,88.792,65.2624458874459,0.026515151515152,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
178,12,200,250,4359,90.456,69.4561507936508,0.007936507936508,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
179,12,200,250,4338,98.008,67.9204365079365,0.007936507936508,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
180,12,250,250,4198,84,68.5284722222222,0.015625,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
181,12,250,250,4207,76.908,67.3177083333333,0.005208333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
182,12,250,250,3900,78.676,56.2166666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
183,12,250,250,4168,81.8,62.9583333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
184,12,250,250,4225,82.96,58.5677083333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
185,12,250,250,4002,79.684,60.8861111111111,0.005208333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
186,12,250,250,4208,82.48,53.1614583333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
187,12,250,250,4185,83.068,59.8541666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
188,12,250,250,4298,82.808,68.3143382352941,0.009803921568627,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
189,12,250,250,4130,84.276,67.5,0.005208333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
190,12,250,250,4215,80.72,63.0052083333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
191,12,250,250,4216,81.664,65.9611111111111,0.020833333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
192,12,300,250,4001,73.22,62.1474358974359,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
193,12,300,250,4096,79.02,48.8076923076923,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
194,12,300,250,4125,74.944,64.6987179487179,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
195,12,300,250,4316,87.156,74.0357142857143,0.005952380952381,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
196,12,300,250,4676,103.564,90.8608058608059,0.1,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
197,12,300,250,4076,81.008,58.9551282051282,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
198,12,300,250,3773,74.856,58.4166666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
199,12,300,250,4214,81.464,69.0897435897436,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
200,12,300,250,4114,75.86,62.8595085470086,0.032051282051282,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
201,12,300,250,3907,71.572,58.8333333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
202,12,300,250,3994,74.872,49.0870726495726,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
203,12,300,250,4185,91.236,78.4871794871795,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
204,12,20000,250,3503,62.288,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
205,12,20000,250,3736,64.18,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
206,12,20000,250,3673,62.016,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
207,12,20000,250,3644,61.28,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
208,12,20000,250,3574,62.704,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
209,12,20000,250,3643,63.904,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
210,12,20000,250,3566,63.284,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
211,12,20000,250,3561,62.236,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
212,12,20000,250,3566,61.868,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
213,12,20000,250,3688,63.44,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
214,12,20000,250,3546,64.064,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
215,12,20000,250,3609,61.892,0,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
0,12,100,50,1558,185.6,57.1368867243867,0.566666666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
1,12,100,50,1311,118.4,56.3667658730159,0.448717948717949,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
2,12,100,50,985,98.4,54.5992063492063,0.324074074074074,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
3,12,100,50,911,87.28,52.8800595238095,0.148148148148148,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
4,12,100,50,954,96.46,49.5049603174603,0.194444444444444,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
5,12,100,50,1104,125.46,48.7486111111111,0.340909090909091,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
6,12,100,50,1167,125.62,53.0289682539683,0.462121212121212,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
7,12,100,50,1119,104.64,55.5934193121693,0.287878787878788,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
8,12,100,50,1316,118.22,55.9853505291005,0.25,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
9,12,100,50,1093,116.12,54.4527777777778,0.196969696969697,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
10,12,100,50,1385,146.46,59.7124007936508,0.564102564102564,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
11,12,100,50,976,100.62,49.7167658730159,0.055555555555556,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
12,12,150,50,966,90.58,57.5611111111111,0.027777777777778,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
13,12,150,50,1115,129.74,66.8293650793651,0.035714285714286,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
14,12,150,50,1029,92.86,66.8611111111111,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
15,12,150,50,857,83.58,41.675,0.016666666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
16,12,150,50,865,81.12,51.3458333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
17,12,150,50,1004,81.92,59.2222222222222,0.027777777777778,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
18,12,150,50,1030,89.68,57.9361111111111,0.055555555555556,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
19,12,150,50,895,91.96,60.1458333333333,0.055555555555556,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
20,12,150,50,1016,83.56,57.3111111111111,0.027777777777778,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
21,12,150,50,893,84.54,63.0333333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
22,12,150,50,1044,86.26,55.6888888888889,0.035714285714286,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
23,12,150,50,1026,101.02,75.8888888888889,0.097222222222222,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
24,12,200,50,900,69.6,50.3263888888889,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
25,12,200,50,973,97.1,67.8194444444444,0.041666666666667,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
26,12,200,50,958,82.4,58.3333333333333,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
27,12,200,50,960,87.12,68.9791666666667,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
28,12,200,50,813,72,52.6111111111111,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
29,12,200,50,909,87.16,48.4722222222222,0.020833333333333,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
30,12,200,50,796,71.54,49.25,0,0.01,../includes/setup_smartphone.csv,../includes/orderedItems50.csv
