int(self),self.no_transporter,self.disturbance_cycle,tdi,self.cycle,mean_cyc_to_deliver,mean(t_avgs),mean(self.residue),self.anticipation_increase,self.setup_file,self.item_file
227,12,100,50,752,68.68,42.5781746031746,0.095238095238095,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
228,12,150,50,611,55.5,33,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
229,12,150,50,719,62.4,49.1875,0.0625,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
230,12,150,50,674,57.86,40.6388888888889,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
231,12,150,50,688,63.86,48.0694444444445,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
232,12,150,50,737,64.92,40.8611111111111,0.0625,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
233,12,150,50,827,85.22,66.8541666666667,0.083333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
234,12,150,50,896,77.7,66.7625,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
235,12,150,50,826,71.74,59.2583333333333,0.066666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
236,12,150,50,1028,99.46,71.2166666666667,0.111111111111111,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
237,12,150,50,1014,90.54,55.1986111111111,0.138888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
238,12,150,50,1588,182.36,64.7913690476191,0.366666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
239,12,150,50,738,68.08,48.5,0.0625,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
240,12,200,50,675,63,45.8333333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
241,12,200,50,677,49.18,43.4166666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
242,12,200,50,626,52.86,34.0416666666667,0.027777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
243,12,200,50,652,57.5,45.4444444444445,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
244,12,200,50,715,67.26,79.1805555555556,0.027777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
245,12,200,50,736,63.58,53.0138888888889,0.027777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
246,12,200,50,817,79.54,75.6111111111111,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
247,12,200,50,732,55.58,39.6666666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
248,12,200,50,735,63,68.1944444444444,0.027777777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
249,12,200,50,614,68.54,45.4166666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
250,12,200,50,860,83.44,61.7361111111111,0.0625,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
251,12,200,50,665,54.36,38.3472222222222,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
252,12,250,50,628,49.18,46.375,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
253,12,250,50,636,58.38,51.7083333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
254,12,250,50,706,63.42,54.625,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
255,12,250,50,778,55.26,51.0277777777778,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
256,12,250,50,637,50.82,39.6666666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
257,12,250,50,732,61.12,63.7083333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
258,12,250,50,682,54.14,64.5,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
259,12,250,50,1440,267.04,54.8333333333333,0.433333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
260,12,250,50,663,54.76,50.9166666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
261,12,250,50,716,64.04,116.833333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
262,12,250,50,736,51.94,27.5833333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
263,12,250,50,640,54.3,31.7083333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
264,12,300,50,585,56.62,64.5,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
265,12,300,50,844,71.8,65.2916666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
266,12,300,50,748,52.68,61.875,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
267,12,300,50,602,57.88,87.5833333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
268,12,300,50,835,71.68,76.0416666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
269,12,300,50,765,56.48,52.5416666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
270,12,300,50,787,70.74,101.208333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
271,12,300,50,691,49.48,51.2083333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
272,12,300,50,796,68.76,78.25,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
273,12,300,50,676,50.68,32.75,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
274,12,300,50,603,45.74,21.8333333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
275,12,300,50,693,54.9,46.2083333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
276,12,20000,50,608,44.86,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
277,12,20000,50,654,46.5,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
278,12,20000,50,648,48.66,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
279,12,20000,50,588,48.4,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
280,12,20000,50,565,44.52,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
281,12,20000,50,596,46.62,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
282,12,20000,50,643,46.26,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
283,12,20000,50,585,46.44,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
284,12,20000,50,676,54.74,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
285,12,20000,50,581,45.72,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
286,12,20000,50,592,46.52,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
287,12,20000,50,590,44.68,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
288,12,100,100,1484,76.68,42.9923687423687,0.089285714285714,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
289,12,100,100,1651,86.38,43.2861020923521,0.192708333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
290,12,100,100,2621,211.41,53.1644295519296,0.628205128205128,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
291,12,100,100,1290,59.89,38.2936868686869,0.038461538461539,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
292,12,100,100,1711,107.68,54.3213626651127,0.343137254901961,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
293,12,100,100,2197,148.51,48.09854826546,0.496212121212121,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
294,12,100,100,1909,97.45,52.9939036657787,0.37719298245614,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
295,12,100,100,2107,144.97,57.7571225071225,0.503968253968254,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
296,12,100,100,1670,98.76,52.9124042624043,0.239583333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
297,12,100,100,1923,97.18,48.6891025641026,0.390350877192982,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
298,12,100,100,1628,79.93,41.1544261294261,0.140625,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
299,12,100,100,1865,90.98,50.0016254578755,0.296296296296296,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
300,12,150,100,1509,88.93,59.5241071428571,0.15,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
301,12,150,100,1530,87.58,59.0382605820106,0.066666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
302,12,150,100,1538,78.09,55.4074404761905,0.083333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
303,12,150,100,1557,70.34,48.3678240740741,0.066666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
304,12,150,100,1305,63.25,43.6081349206349,0.03125,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
305,12,150,100,1453,70.51,52.4513888888889,0.064814814814815,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
306,12,150,100,1208,65.56,47.7,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
307,12,150,100,1601,80.27,49.7590277777778,0.175,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
308,12,150,100,1483,82.67,50.6813822751323,0.092592592592593,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
309,12,150,100,1388,82.17,48.0510912698413,0.037037037037037,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
310,12,150,100,1665,80.61,55.4884259259259,0.083333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
311,12,150,100,1208,63.53,46.4702380952381,0.03125,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
312,12,200,100,1307,56.7,48.6527777777778,0.013888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
313,12,200,100,1324,63.46,63.3666666666667,0.013888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
314,12,200,100,1246,64.09,76.7138888888889,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
315,12,200,100,1463,76.66,71.2420634920635,0.035714285714286,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
316,12,200,100,1350,70.81,54.2388888888889,0.097222222222222,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
317,12,200,100,1669,81.82,72.4222222222222,0.145833333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
318,12,200,100,1400,61.33,59.0138888888889,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
319,12,200,100,1345,67.96,49.5833333333333,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
320,12,200,100,1378,57.88,44.3638888888889,0.013888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
321,12,200,100,1360,70.26,60.5166666666667,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
322,12,200,100,1480,59.65,41.9107142857143,0.011904761904762,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
323,12,200,100,1308,58.21,58.3888888888889,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
324,12,250,100,1255,65.7,71.4791666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
325,12,250,100,1348,62.45,59.4208333333333,0.016666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
326,12,250,100,1248,57.72,60.8333333333333,0.016666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
327,12,250,100,1165,50.58,36.7083333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
328,12,250,100,1385,60.71,50.2666666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
329,12,250,100,1237,60.87,66.0694444444444,0.020833333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
330,12,250,100,1147,52.35,41.0625,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
331,12,250,100,1228,58.31,71.4375,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
332,12,250,100,1271,62.45,42.7666666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
333,12,250,100,1262,62.92,50.6041666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
334,12,250,100,1448,63.18,56.8333333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
335,12,250,100,1403,66.67,70.45,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
336,12,300,100,1440,68.33,80.7708333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
337,12,300,100,1358,55.08,45.4236111111111,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
338,12,300,100,1186,55.05,58.5555555555556,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
339,12,300,100,1446,74.86,88.9375,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
340,12,300,100,1683,82.65,73.8444444444445,0.133333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
341,12,300,100,1286,58.82,55.6944444444444,0.020833333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
342,12,300,100,1697,62.31,69.8791666666667,0.016666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
343,12,300,100,1376,59.13,53.8819444444445,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
344,12,300,100,1245,55.56,43.3680555555556,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
345,12,300,100,1299,51.29,26,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
346,12,300,100,1392,67.27,82.3958333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
347,12,300,100,1403,73.56,55.1666666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
348,12,20000,100,1204,48.25,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
349,12,20000,100,1209,47.47,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
350,12,20000,100,1169,48.42,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
351,12,20000,100,1283,48.67,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
352,12,20000,100,1112,46.37,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
353,12,20000,100,1167,49.11,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
354,12,20000,100,1196,49.1,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
355,12,20000,100,1172,46.98,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
356,12,20000,100,1158,46.94,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
357,12,20000,100,1134,48.52,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
358,12,20000,100,1159,47.92,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
359,12,20000,100,1161,47.41,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems100.csv
360,12,100,250,3674,88.148,45.6946624088241,0.333333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
361,12,100,250,6182,222.94,54.5646007540963,0.704301075268817,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
362,12,100,250,3573,88.3,46.8121323442861,0.263888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
363,12,100,250,3692,84.82,44.5646178026722,0.225225225225225,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
364,12,100,250,3296,75.476,41.9123887597772,0.169191919191919,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
365,12,100,250,4121,98.624,49.6798651129345,0.351626016260163,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
366,12,100,250,4191,100.708,48.7452548668862,0.363095238095238,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
367,12,100,250,4512,106.784,49.6244878069198,0.461111111111111,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
368,12,100,250,3640,83.94,51.0330233579948,0.300925925925926,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
369,12,100,250,3833,93.912,46.8142530013168,0.274122807017544,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
370,12,100,250,3553,80.14,40.7641185035842,0.152380952380952,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
371,12,100,250,4151,94.14,51.2697761020342,0.32520325203252,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
372,12,150,250,3575,77.824,46.6615759177258,0.134057971014493,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
373,12,150,250,3462,76.004,51.5712121212121,0.094202898550725,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
374,12,150,250,3533,81.528,48.8271155272316,0.16304347826087,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
375,12,150,250,3977,97.28,55.8467706513759,0.25,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
376,12,150,250,3367,76.832,52.2765635680109,0.109848484848485,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
377,12,150,250,3900,92.284,59.751388104649,0.128205128205128,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
378,12,150,250,3381,69.048,51.1905575175312,0.068181818181818,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
379,12,150,250,3626,76.476,52.9864929946738,0.111111111111111,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
380,12,150,250,3313,70.04,49.4012531328321,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
381,12,150,250,4102,82.904,64.3284710398298,0.114197530864198,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
382,12,150,250,3726,85.32,54.3589561023772,0.13,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
383,12,150,250,3390,70.784,52.8689393939394,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
384,12,200,250,3411,72.728,58.6513087606838,0.034313725490196,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
385,12,200,250,3109,64.56,53.9547008547009,0.038888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
386,12,200,250,3516,71.664,58.9864379084967,0.03921568627451,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
387,12,200,250,3043,60.324,51.5434981684982,0.016666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
388,12,200,250,3529,70.416,61.0330444677871,0.03921568627451,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
389,12,200,250,3385,63.884,51.5475694444444,0.029411764705882,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
390,12,200,250,3346,65.776,52.2340277777778,0.026041666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
391,12,200,250,3335,66.908,51.23125,0.03125,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
392,12,200,250,3376,74.876,60.3462301587302,0.03125,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
393,12,200,250,3342,67.992,62.5623511904762,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
394,12,200,250,3359,62.1,52.0024305555556,0.020833333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
395,12,200,250,3200,64.772,46.310927960928,0.03125,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
396,12,250,250,3472,73.04,73.4652777777778,0.025641025641026,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
397,12,250,250,3203,61.512,56.8907828282828,0.006944444444444,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
398,12,250,250,3087,56.08,46.5277777777778,0.013888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
399,12,250,250,3400,66.068,61.375,0.019230769230769,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
400,12,250,250,3195,65.092,62.7796717171717,0.020833333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
401,12,250,250,2911,55.944,48.1136363636364,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
402,12,250,250,3283,61.12,71.6483585858586,0.012820512820513,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
403,12,250,250,3164,61.436,45.739898989899,0.013888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
404,12,250,250,3128,56.836,49.6338383838384,0.013888888888889,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
405,12,250,250,3154,58.52,59.0902777777778,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
406,12,250,250,3372,67.124,66.8657731157731,0.032051282051282,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
407,12,250,250,3191,62.876,55.1875,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
408,12,300,250,2840,52.528,39.3518518518518,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
409,12,300,250,3047,55.376,49.4287037037037,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
410,12,300,250,2948,49.596,39.9074074074074,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
411,12,300,250,3122,56.416,59.2638888888889,0.008333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
412,12,300,250,3155,59.24,56.2583333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
413,12,300,250,3162,59.732,54.8333333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
414,12,300,250,3163,61.908,64.1537037037037,0.016666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
415,12,300,250,3175,65.4,75.325,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
416,12,300,250,3161,65.232,67.2083333333333,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
417,12,300,250,2914,52.892,42.1527777777778,0.009259259259259,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
418,12,300,250,3225,57.432,63.2916666666667,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
419,12,300,250,3739,87.824,71.5403198653199,0.145833333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
420,12,20000,250,2724,48.14,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
421,12,20000,250,2925,50.668,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
422,12,20000,250,2880,48.144,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
423,12,20000,250,2794,47.544,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
424,12,20000,250,2907,49.188,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
425,12,20000,250,2843,48.168,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
426,12,20000,250,2881,47.932,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
427,12,20000,250,2837,47.152,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
428,12,20000,250,2795,47.484,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
429,12,20000,250,2827,47.336,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
430,12,20000,250,2775,47.86,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
431,12,20000,250,2913,48.952,0,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems250.csv
216,12,100,50,915,84.98,47.140873015873,0.148148148148148,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
217,12,100,50,893,69.26,36.1374007936508,0.064814814814815,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
218,12,100,50,694,58.64,29.7777777777778,0.047619047619048,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
219,12,100,50,1004,88.4,55.8089285714286,0.258333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
220,12,100,50,845,89.2,56.975,0.354166666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
221,12,100,50,1096,120.68,51.6330357142857,0.295454545454545,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
222,12,100,50,891,80.22,41.9074404761905,0.197916666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
223,12,100,50,702,60.8,35.8111111111111,0.05952380952381,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
224,12,100,50,1075,116.42,53.925,0.483333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
225,12,100,50,780,82.3,39.7579365079365,0.071428571428572,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
226,12,100,50,856,71.56,40.5645833333333,0.083333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
227,12,100,50,1270,129.64,54.2916666666667,0.590277777777778,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
228,12,150,50,755,80.32,65.2569444444444,0.066666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
229,12,150,50,905,106.18,53.6458333333333,0.236111111111111,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
230,12,150,50,753,57.12,46.2083333333333,0.016666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
231,12,150,50,897,77.8,74.7958333333333,0.083333333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
232,12,150,50,713,61.96,39.0486111111111,0.020833333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
233,12,150,50,664,52.36,29.1875,0.020833333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
234,12,150,50,661,57.78,35.9791666666667,0.041666666666667,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
235,12,150,50,759,74.36,67.5555555555556,0.05,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
236,12,150,50,837,81.12,71.1236111111111,0.2,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
237,12,150,50,638,59.32,45.5902777777778,0,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
238,12,150,50,685,63.8,44.6388888888889,0.020833333333333,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
239,12,150,50,708,57.14,33.6666666666667,0.0625,0.01,../includes/setup_smartphone2.csv,../includes/orderedItems50.csv
